20150624,610.5300,615.6900,610.3200,615.0000,304900
20150625,607.3800,614.8300,607.2300,613.8900,248700
20150626,609.4600,612.8500,605.3800,608.0000,259500
20150629,600.0500,607.0000,599.5000,604.2200,372600
20150630,604.9900,608.3900,599.2900,603.0000,376000
20150701,606.5700,611.6200,603.5500,606.3100,237500
20150702,609.5600,610.0500,604.5400,609.1000,339800
20150706,607.1700,609.8500,597.3300,599.8500,535300
20150707,620.5600,622.8600,605.6400,606.0900,593000
20150708,612.8500,624.5300,611.6500,619.4000,522400
20150709,627.1600,631.0000,617.4800,622.4900,821000
20150710,639.4200,640.3100,627.9600,630.1100,784900
20150713,658.0000,658.3700,643.4700,646.1200,725500
20150714,655.4600,660.9000,654.2000,658.0000,597700
20150715,661.1900,663.1100,653.2800,657.4000,569100
20150716,658.4600,663.6000,654.7400,661.5000,777500
20150717,661.9500,664.2700,657.0300,658.3200,560600
20150720,678.0000,681.5600,665.0000,665.7000,972900
20150721,673.0700,679.3700,670.0700,678.0000,1681200
20150722,725.8200,729.6500,694.4000,695.0000,3033900
20150723,725.9400,734.5000,721.6000,723.5000,1059000
20150724,728.7900,729.1000,724.3100,725.0000,591000
20150727,731.4400,733.8000,724.1400,726.0000,712700
20150728,730.7800,737.4700,726.5100,735.1500,433900
20150729,738.4200,739.4900,731.1600,732.0000,594800
20150730,744.1600,745.0000,733.5200,737.0000,441400
20150731,742.2300,746.4000,740.1400,745.7300,386200
20150803,743.0400,744.6100,735.1400,743.4700,453500
20150804,748.0900,749.7500,740.5600,741.9900,399500
20150805,757.7700,758.6100,748.3900,749.3900,533900
20150806,749.6000,758.4900,746.0100,758.4900,405500
20150807,749.1200,751.9700,742.0100,751.9700,385200
20150810,744.2400,755.6700,743.6800,755.6700,434800
20150811,745.6600,749.8800,737.6900,742.6200,461100
20150812,745.9800,747.9700,733.9600,741.1500,447000
20150813,743.6000,749.9800,743.2000,748.1000,223300
20150814,748.3400,748.7000,741.0900,745.9400,241300
20150817,754.0300,754.7500,744.1900,744.1900,272300
20150818,745.9200,758.2700,745.1000,754.0500,410300
20150819,745.2800,750.5600,741.5000,742.2000,280200
20150820,735.1500,744.7700,734.2200,741.3100,449500
20150821,720.0100,731.4200,718.5000,729.4800,706700
20150824,704.2500,723.4500,685.0000,695.0000,839500
20150825,695.3900,722.9400,695.3900,722.2600,696500
20150826,707.6400,708.2400,691.8700,703.1500,732300
20150827,727.1700,730.0000,710.2400,713.1200,583800
20150828,721.2000,728.1700,717.0900,725.0000,235600
20150831,710.0100,722.1000,707.5000,719.7900,464300
20150901,706.7100,714.1900,696.1000,697.9500,409000
20150902,723.8700,724.0000,710.5800,713.6900,374300
20150903,724.9900,729.4400,721.9100,722.5000,297400
20150904,719.2300,729.9100,718.3600,718.3600,293900
20150908,732.1400,733.8300,721.8800,731.4600,241100
20150909,718.8300,736.0100,717.6400,734.0000,340300
20150910,723.1900,725.8700,718.0000,718.2500,220300
20150911,729.0600,729.9500,714.0200,721.2200,644000
20150914,726.8000,730.5000,723.0700,728.4800,267700
20150915,732.0800,733.5000,720.7000,725.8100,296000
20150916,730.0100,734.7500,725.1900,734.7500,308700
20150917,730.2000,738.9900,726.0100,728.4700,285100
20150918,729.4800,731.5900,724.1200,728.9800,522000
