Date,Open,High,Low,Close,Volume,Adj Close
2016-01-06,125.239998,125.540001,119.940002,119.980003,2386400,118.98911
2016-01-07,116.379997,119.739998,114.93,114.949997,2489500,114.000646
2016-01-08,115.480003,117.440002,113.5,116.620003,2006300,115.656859
2016-01-11,117.010002,117.330002,114.089996,114.970001,1408600,114.020485
2016-01-12,115.510002,116.059998,114.5,115.550003,1098000,114.595696
2016-01-13,116.459999,117.07,112.589996,112.849998,949600,111.917991
2016-01-14,113.510002,115.029999,110.050003,114.379997,785300,113.435353
2016-01-15,113.330002,114.879997,111.919998,112.529999,1093700,111.600634
2016-01-19,113.660004,115.870003,109.870003,110.379997,1523500,109.468389
2016-01-20,109.059998,111.599998,108.32,109.300003,1653900,108.397314
2016-01-21,109.730003,110.580002,108.32,110.0,944300,109.09153
2016-01-22,111.879997,112.949997,110.190002,111.949997,744900,111.025422
2016-01-25,111.32,114.629997,110.0,110.120003,703800,109.210542
2016-01-26,110.419998,111.400002,107.300003,111.0,563100,110.083271
2016-01-27,110.769997,112.57,109.019997,110.709999,896100,109.795665
2016-01-28,110.900002,112.970001,109.900002,112.580002,680400,111.650224
2016-01-29,113.349998,114.589996,111.669998,114.470001,749900,113.524614
2016-02-01,114.0,114.849998,112.900002,114.5,574200,113.554365
2016-02-02,113.25,113.860001,109.75,110.559998,694800,109.646902
2016-02-03,113.379997,114.639999,109.639999,114.050003,896300,113.108085
2016-02-04,114.080002,116.32,114.080002,115.709999,956300,114.754371
2016-02-05,115.120003,116.489998,109.709999,114.019997,997100,113.078326
2016-02-08,113.300003,113.300003,110.459999,111.160004,1200500,110.241953
2016-02-09,111.169998,112.110001,109.639999,110.650002,1725200,109.736163
2016-02-10,106.730003,112.110001,106.360001,107.519997,1946000,106.632008
2016-02-11,105.629997,109.260002,104.110001,107.129997,1319500,106.24523
2016-02-12,108.559998,109.43,107.07,107.839996,922400,106.949365
2016-02-16,109.110001,111.300003,107.010002,110.769997,1185100,109.855167
2016-02-17,110.830002,112.110001,107.970001,111.239998,921500,110.321287
2016-02-18,111.120003,112.199997,108.93,111.599998,440900,110.678314
2016-02-19,111.370003,112.400002,107.279999,110.330002,1244300,109.418806
2016-02-22,111.360001,113.230003,111.010002,113.040001,681300,112.106424
2016-02-23,112.370003,112.800003,111.349998,111.889999,411200,110.96592
