Date,Open,High,Low,Close,Volume,Adj Close
2015-11-16,30.5,32.900002,30.5,31.9,80700,31.541854
2015-11-17,32.189999,33.439999,32.189999,32.974998,144700,32.604784
2015-11-18,33.0,33.279999,33.0,33.02,18900,32.649281
2015-11-19,33.189999,33.189999,32.5,32.5,454100,32.135118
2015-11-20,32.990002,32.990002,32.060001,32.200001,58400,31.838487
2015-11-23,32.5,32.59,32.25,32.450001,32800,32.08568
2015-11-24,32.779999,32.790001,31.48,31.98,88500,31.620956
2015-11-25,32.009998,32.009998,30.0,30.389999,2005400,30.048807
2015-11-27,29.110001,30.99,29.08,29.209999,5199700,28.882055
2015-11-30,29.389999,32.599998,29.049999,31.51,8567500,31.156233
2015-12-01,31.52,31.52,29.98,30.57,3789500,30.226786
2015-12-02,30.07,31.17,30.0,30.76,3214500,30.414654
2015-12-03,30.799999,30.799999,27.51,29.4,8547500,29.069922
2015-12-04,28.809999,30.040001,28.639999,29.0,5684500,28.674413
2015-12-07,29.0,29.209999,28.469999,28.629999,3102600,28.308566
2015-12-08,28.16,28.75,26.719999,27.91,3959400,27.596651
2015-12-09,27.91,28.75,26.950001,28.08,2887300,27.764742
2015-12-10,27.77,28.780001,27.601999,28.540001,4056900,28.219579
2015-12-11,28.17,29.209999,27.91,28.92,2172300,28.595311
2015-12-14,28.940001,29.23,28.139999,28.42,1355000,28.100925
2015-12-15,28.32,28.940001,27.450001,27.530001,2341500,27.220918
2015-12-16,27.76,28.059999,26.799999,27.440001,2268400,27.131928
2015-12-17,27.42,27.84,26.370001,26.67,2309000,26.370572
2015-12-18,26.43,27.75,26.26,27.459999,2778700,27.151702
2015-12-21,27.84,28.129999,26.77,27.360001,1330400,27.052826
2015-12-22,27.18,27.76,26.84,27.08,1394800,26.775969
2015-12-23,27.120001,27.43,26.9,27.01,1826200,26.706755
2015-12-24,26.790001,28.43,26.68,28.02,723900,27.705416
2015-12-28,27.99,29.530001,27.879999,29.49,1138700,29.158912
2015-12-29,29.540001,30.15,29.245001,29.59,1608000,29.257789
2015-12-30,29.540001,30.17,29.459999,29.85,1290000,29.514871
2015-12-31,29.620001,30.34,29.610001,30.0,944600,29.762895
2016-01-04,29.57,29.747999,28.860001,29.18,1826700,28.949376
2016-01-05,29.0,29.48,28.004999,28.51,2439100,28.284671
2016-01-06,28.059999,28.360001,27.870001,28.059999,1561500,27.838227
2016-01-07,27.66,28.110001,27.34,27.469999,2597600,27.25289
2016-01-08,27.709999,28.059999,27.190001,27.690001,2013900,27.471152
2016-01-11,27.82,28.209999,27.360001,28.09,2192700,27.86799
2016-01-12,28.09,29.110001,27.809999,29.02,1693000,28.79064
2016-01-13,29.08,29.309999,28.440001,28.76,1673200,28.532695
2016-01-14,28.98,29.299999,28.620001,29.15,1558400,28.919612
2016-01-15,28.540001,28.639999,27.92,28.42,2348200,28.195382
2016-01-19,28.559999,29.15,28.48,28.82,2939600,28.59222
2016-01-20,28.48,28.629999,27.110001,27.92,2302200,27.699334
2016-01-21,28.07,28.25,26.65,26.799999,1601200,26.588185
2016-01-22,27.1,27.950001,26.49,27.85,1589900,27.629887
2016-01-25,27.65,27.65,26.42,26.5,1652400,26.290557
2016-01-26,26.540001,27.32,26.059999,26.809999,1540100,26.598106
2016-01-27,26.809999,26.809999,24.74,26.110001,2822200,25.90364
2016-01-28,26.08,26.48,25.6,25.889999,1050400,25.685377
2016-01-29,26.08,26.92,25.709999,26.780001,1718000,26.568345
2016-02-01,26.74,27.059999,26.379999,26.809999,1275300,26.598106
2016-02-02,26.459999,26.620001,26.02,26.459999,1026700,26.250872
2016-02-03,26.58,26.620001,25.49,26.17,911800,25.963165
2016-02-04,26.190001,26.65,25.74,25.84,1452000,25.635773
2016-02-05,25.709999,25.879999,24.5,24.639999,1598200,24.445257
2016-02-08,24.24,24.280001,20.98,22.889999,2827800,22.709088
2016-02-09,22.200001,23.209999,21.040001,22.34,3112000,22.163436
2016-02-10,22.290001,23.85,22.040001,22.34,2689200,22.163436
2016-02-11,25.209999,25.379999,23.74,24.76,3755400,24.564309
2016-02-12,24.950001,26.030001,24.059999,25.75,2727300,25.546484
2016-02-16,25.99,26.540001,25.120001,25.309999,1762300,25.109961
2016-02-17,25.6,26.389999,24.870001,25.370001,1546700,25.169489
2016-02-18,25.65,25.940001,24.950001,25.84,923300,25.635773
2016-02-19,25.879999,26.360001,25.68,26.129999,1007900,25.92348
2016-02-22,26.59,27.450001,26.17,26.690001,1209600,26.479056
2016-02-23,26.559999,26.93,25.469999,26.200001,1396100,25.992929
2016-02-24,26.530001,26.66,24.889999,25.75,1631900,25.546484
2016-02-25,26.1,26.559999,25.360001,26.540001,988500,26.330242
2016-02-26,26.59,27.49,26.309999,26.6,963600,26.389767
2016-02-29,26.440001,27.16,25.92,25.950001,1007600,25.744905
2016-03-01,26.370001,26.5,25.49,25.809999,957900,25.60601
2016-03-02,25.709999,26.33,25.549999,25.799999,886900,25.596089
2016-03-03,25.77,26.26,25.59,26.120001,925500,25.913561
2016-03-04,26.299999,26.34,25.43,25.82,841100,25.615931
2016-03-07,25.76,26.4,25.74,26.200001,971200,25.992929
2016-03-08,25.959999,26.200001,25.49,25.51,1182500,25.308382
2016-03-09,26.0,26.0,24.93,25.33,919900,25.129804
2016-03-10,25.209999,25.5,24.58,24.66,751300,24.465099
2016-03-11,24.940001,25.23,24.719999,25.01,915300,24.812333
2016-03-14,24.860001,25.360001,24.860001,25.16,768800,24.961147
2016-03-15,24.969999,25.299999,24.67,25.07,893700,24.871859
2016-03-16,24.99,25.08,24.629999,24.66,809200,24.465099
2016-03-17,24.719999,25.27,24.66,24.799999,1290300,24.603992
2016-03-18,24.940001,25.190001,24.450001,24.51,3183200,24.316285
2016-03-21,24.620001,24.98,24.299999,24.59,1669200,24.395653
2016-03-22,24.450001,24.74,24.190001,24.190001,1116300,23.998814
2016-03-23,23.66,24.26,23.66,24.17,1028900,23.978972
2016-03-24,24.030001,24.735001,23.889999,24.360001,1073900,24.167471
2016-03-28,24.389999,26.110001,24.360001,25.860001,1578700,25.655616
2016-03-29,25.92,26.68,25.485001,26.559999,1389900,26.350082
2016-03-30,26.75,27.700001,26.746,27.190001,1975400,26.975104
2016-03-31,27.139999,27.436001,26.52,26.9,1640500,26.687395
2016-04-01,26.559999,27.360001,26.450001,27.27,1276600,27.15542
2016-04-04,27.32,27.32,26.84,26.879999,1131800,26.767057
2016-04-05,26.690001,26.860001,25.975,26.389999,1312200,26.279116
2016-04-06,26.450001,26.719999,26.25,26.450001,742500,26.338866
2016-04-07,26.299999,26.34,25.700001,25.75,1299400,25.641806
2016-04-08,25.91,26.1,25.5,25.68,963300,25.5721
2016-04-11,25.83,26.27,25.620001,26.190001,1088100,26.079958
2016-04-12,26.18,26.42,25.9,26.15,1128000,26.040125
